s,a,r,sp,episode_index
24670,2,-100,24670,0
24670,5,-25,25170,0
25170,4,0,25671,0
25671,6,-100,26172,0
26172,3,-25,26673,0
26673,5,-25,27174,0
27174,5,-25,27676,0
27676,5,-25,28178,0
28178,4,0,28181,0
28181,3,-25,28183,0
28183,4,0,28686,0
28686,4,0,28689,0
28689,6,-100,29192,0
29192,5,-25,29695,0
29695,4,0,29698,0
29698,4,0,29702,0
29702,5,-25,30205,0
30205,5,-25,30209,0
30209,4,0,30213,0
30213,3,-25,29716,0
29716,5,-25,29720,0
29720,4,0,29723,0
29723,3,-25,29226,0
29226,4,0,29229,0
29229,5,-25,29232,0
29232,3,-25,28735,0
28735,3,-25,28237,0
28237,6,-100,28239,0
28239,3,-25,27741,0
27741,5,-25,27243,0
27243,4,0,27244,0
27244,6,-100,26745,0
26745,6,-100,26747,0
26747,6,-100,26748,0
26748,5,-25,26249,0
26249,4,0,26250,0
26250,4,0,25750,0
25750,6,-100,25250,0
25250,3,-25,24750,0
24750,4,0,24250,0
24250,4,0,23749,0
23749,5,-25,23748,0
23748,4,0,23247,0
23247,5,-25,22745,0
22745,3,-25,22243,0
22243,3,-25,21741,0
21741,4,0,21238,0
21238,3,-25,20735,0
20735,2,-100,20232,0
20232,4,0,19728,0
19728,4,0,19725,0
19725,5,-25,19721,0
19721,5,-25,19717,0
19717,4,0,19213,0
19213,5,-25,19709,0
19709,3,-25,19205,0
19205,2,-100,19201,0
19201,2,-100,18697,0
18697,3,-25,18692,0
18692,3,-25,18688,0
18688,5,-25,19184,0
19184,2,-100,18679,0
18679,4,0,19175,0
19175,4,0,19171,0
19171,4,0,19668,0
19668,3,-25,20164,0
20164,3,-25,20161,0
20161,3,-25,20658,0
20658,4,0,21155,0
21155,2,-100,21153,0
21153,5,-25,21650,0
21650,5,-25,22649,0
22649,3,-25,23147,0
23147,4,0,23646,0
23646,3,-25,24146,0
24146,5,-25,24646,0
24646,3,-25,25146,0
25146,4,0,25646,0
25646,3,-25,26147,0
26147,4,0,26648,0
26648,4,0,27150,0
27150,3,-25,27652,0
27652,4,0,28154,0
28154,6,-100,29157,0
29157,4,0,29660,0
29660,5,-25,30164,0
30164,5,-25,30668,0
30668,6,-100,31173,0
31173,3,-25,31677,0
31677,5,-25,32182,0
32182,4,0,32187,0
32187,4,0,32193,0
32193,4,0,32698,0
32698,6,-100,32704,0
32704,6,-100,33210,0
33210,4,0,33215,0
33215,3,-25,32721,0
32721,6,-100,33227,0
33227,3,-25,32732,0
32732,4,0,32237,0
32237,5,-25,32243,0
32243,6,-100,32248,0
32248,4,0,31752,0
31752,5,-25,31257,0
31257,6,-100,31261,0
31261,4,0,30765,0
30765,4,0,30269,0
30269,6,-100,29772,0
29772,5,-25,29275,0
29275,5,-25,28778,0
28778,6,-100,28280,0
28280,5,-25,27782,0
27782,6,-100,27284,0
27284,6,-100,26785,0
26785,5,-25,26286,0
26286,3,-25,25287,0
25287,6,-100,25287,0
25287,3,-25,24286,0
24286,3,-25,23285,0
23285,5,-25,22783,0
22783,4,0,21781,0
21781,5,-25,21278,0
21278,4,0,20775,0
20775,4,0,20272,0
20272,4,0,19268,0
19268,2,-100,18263,0
18263,3,-25,17758,0
17758,3,-25,17252,0
17252,3,-25,16246,0
16246,2,-100,15740,0
15740,2,-100,14733,0
14733,2,-100,14225,0
14225,4,0,14218,0
14218,4,0,14210,0
14210,2,-100,13702,0
13702,3,-25,13694,0
13694,4,0,13686,0
13686,3,-25,13678,0
13678,3,-25,13670,0
13670,5,-25,14162,0
14162,4,0,14655,0
14655,5,-25,15148,0
15148,3,-25,15642,0
15642,5,-25,16636,0
16636,5,-25,17131,0
17131,3,-25,17626,0
17626,2,-100,18121,0
18121,3,-25,18617,0
18617,2,-100,19113,0
19113,4,0,20110,0
20110,2,-100,20607,0
20607,5,-25,21604,0
21604,5,-25,22603,0
22603,4,0,23602,0
23602,2,-100,24101,0
24101,3,-25,24601,0
24601,5,-25,25602,0
25602,3,-25,26603,0
26603,6,-100,27605,0
27605,3,-25,28107,0
28107,6,-100,29611,0
29611,3,-25,30114,0
30114,5,-25,31119,0
31119,6,-100,32124,0
32124,4,0,33130,0
33130,4,0,33636,0
33636,4,0,34143,0
34143,5,-25,35150,0
35150,4,0,35657,0
35657,4,0,36165,0
36165,5,-25,36674,0
36674,4,0,37182,0
37182,3,-25,37191,0
37191,4,0,37199,0
37199,5,-25,37708,0
37708,6,-100,37717,0
37717,4,0,37726,0
37726,3,-25,37235,0
37235,6,-100,37244,0
37244,5,-25,37252,0
37252,3,-25,36260,0
36260,5,-25,36268,0
36268,4,0,35275,0
35275,5,-25,34782,0
34782,5,-25,34289,0
34289,5,-25,33795,0
33795,5,-25,33301,0
33301,5,-25,32306,0
32306,5,-25,31811,0
31811,5,-25,30815,0
30815,4,0,30319,0
30319,4,0,29322,0
29322,6,-100,28824,0
28824,3,-25,27826,0
27826,3,-25,26327,0
26327,6,-100,25828,0
25828,4,0,24828,0
24828,3,-25,23827,0
23827,2,-100,22825,0
22825,5,-25,21823,0
21823,3,-25,20820,0
20820,5,-25,20316,0
20316,3,-25,19312,0
19312,3,-25,17807,0
17807,5,-25,17302,0
17302,4,0,16296,0
16296,3,-25,15289,0
15289,4,0,14782,0
14782,4,0,14274,0
14274,2,-100,13266,0
13266,2,-100,12257,0
12257,4,0,11747,0
11747,5,-25,11238,0
11238,3,-25,10728,0
10728,3,-25,10217,0
10217,4,0,10207,0
10207,5,-25,10197,0
10197,4,0,10687,0
10687,5,-25,10677,0
10677,3,-25,11167,0
11167,5,-25,11657,0
11657,5,-25,12148,0
12148,4,0,12640,0
12640,2,-100,13131,0
13131,2,-100,13123,0
13123,2,-100,13615,0
13615,4,0,14608,0
14608,4,0,15601,0
15601,2,-100,16095,0
16095,4,0,16589,0
16589,2,-100,17584,0
17584,4,0,18080,0
18080,3,-25,19075,0
19075,2,-100,19572,0
19572,3,-25,20569,0
20569,2,-100,21066,0
21066,4,0,22064,0
22064,3,-25,22563,0
22563,2,-100,23562,0
23562,3,-25,24061,0
24061,3,-25,25061,0
25061,5,-25,26062,0
26062,5,-25,27064,0
27064,6,-100,28566,0
28566,4,0,29570,0
29570,5,-25,30574,0
30574,4,0,31578,0
31578,4,0,32083,0
32083,3,-25,33089,0
33089,6,-100,34096,0
34096,6,-100,35603,0
35603,4,0,36111,0
36111,5,-25,37120,0
37120,4,0,38130,0
38130,4,0,38639,0
38639,5,-25,39650,0
39650,3,-25,40160,0
40160,6,-100,40672,0
40672,5,-25,41183,0
41183,6,-100,41695,0
41695,3,-25,41707,0
41707,3,-25,41719,0
41719,4,0,41730,0
41730,6,-100,41742,0
41742,6,-100,41254,0
41254,5,-25,41265,0
41265,6,-100,40776,0
40776,4,0,40287,0
40287,3,-25,39297,0
39297,5,-25,38807,0
38807,6,-100,38316,0
38316,6,-100,37825,0
37825,6,-100,36833,0
36833,3,-25,35841,0
35841,6,-100,35348,0
35348,4,0,34354,0
34354,5,-25,33360,0
33360,4,0,32866,0
32866,6,-100,31871,0
31871,5,-25,31375,0
31375,5,-25,30879,0
30879,4,0,29882,0
29882,4,0,28885,0
28885,4,0,28387,0
28387,5,-25,27389,0
27389,6,-100,26890,0
26890,4,0,26391,0
26391,3,-25,25391,0
25391,5,-25,24391,0
24391,3,-25,23890,0
23890,3,-25,22888,0
22888,5,-25,21886,0
21886,2,-100,20883,0
20883,4,0,19879,0
19879,5,-25,19375,0
19375,2,-100,18370,0
18370,5,-25,17365,0
17365,2,-100,16359,0
16359,2,-100,14851,0
14851,3,-25,13844,0
13844,3,-25,12835,0
12835,3,-25,11825,0
11825,2,-100,10315,0
10315,5,-25,9804,0
9804,4,0,8793,0
8793,5,-25,8281,0
8281,5,-25,7769,0
7769,3,-25,6756,0
6756,3,-25,6243,0
6243,5,-25,5729,0
5729,5,-25,5716,0
5716,2,-100,5202,0
5202,2,-100,5188,0
5188,5,-25,5174,0
5174,4,0,5661,0
5661,5,-25,6148,0
6148,5,-25,7135,0
7135,5,-25,7623,0
7623,3,-25,8611,0
8611,2,-100,9100,0
9100,5,-25,10090,0
10090,4,0,10580,0
10580,3,-25,11570,0
11570,4,0,12562,0
12562,2,-100,13053,0
13053,3,-25,14046,0
14046,4,0,14539,0
14539,3,-25,15532,0
15532,3,-25,16026,0
16026,4,0,17021,0
17021,4,0,18016,0
18016,2,-100,18511,0
18511,5,-25,19007,0
19007,3,-25,19504,0
19504,2,-100,25001,0
25001,5,-25,25501,0
25501,4,0,26502,0
26502,5,-25,27004,0
27004,5,-25,28006,0
28006,6,-100,29009,0
29009,5,-25,30013,0
30013,4,0,30517,0
30517,3,-25,31521,0
31521,4,0,32027,0
32027,6,-100,33033,0
33033,5,-25,34039,0
34039,3,-25,35046,0
35046,4,0,36054,0
36054,4,0,37063,0
37063,3,-25,37572,0
37572,6,-100,39082,0
39082,4,0,39592,0
39592,4,0,40604,0
40604,4,0,41615,0
41615,3,-25,42128,0
42128,5,-25,43141,0
43141,5,-25,44154,0
44154,3,-25,44168,0
44168,3,-25,44681,0
44681,4,0,44695,0
44695,6,-100,45210,0
45210,3,-25,45224,0
45224,4,0,44738,0
44738,3,-25,44252,0
44252,5,-25,44265,0
44265,6,-100,43778,0
43778,5,-25,43291,0
43291,3,-25,42303,0
42303,6,-100,41815,0
41815,3,-25,40826,0
40826,4,0,39837,0
39837,4,0,38846,0
38846,5,-25,38356,0
38356,6,-100,37364,0
37364,5,-25,36873,0
36873,4,0,35880,0
35880,6,-100,35388,0
35388,6,-100,34895,0
34895,3,-25,33901,0
33901,4,0,33407,0
33407,6,-100,32912,0
32912,6,-100,32417,0
32417,6,-100,32422,0
32422,4,0,31927,0
31927,4,0,31431,0
31431,6,-100,30935,0
30935,5,-25,30939,0
30939,5,-25,30443,0
30443,5,-25,30446,0
30446,5,-25,29950,0
29950,4,0,29953,0
29953,4,0,29456,0
29456,4,0,28959,0
28959,5,-25,28962,0
28962,3,-25,28964,0
28964,6,99900,28967,0
25343,3,-25,24706,1
24706,3,-25,24705,1
24705,3,-25,24705,1
24705,3,-25,24205,1
24205,3,-25,24204,1
24204,3,-25,24203,1
24203,3,-25,23703,1
23703,3,-25,23702,1
23702,3,-25,23701,1
23701,3,-25,23700,1
23700,3,-25,23199,1
23199,3,-25,23197,1
23197,3,-25,23196,1
23196,3,-25,23195,1
23195,3,-25,23194,1
23194,3,-25,23192,1
23192,3,-25,23191,1
23191,3,-25,23190,1
23190,3,-25,23188,1
23188,3,-25,23187,1
23187,3,-25,23186,1
23186,3,-25,23185,1
23185,3,-25,23183,1
23183,3,-25,23182,1
23182,3,-25,23181,1
23181,3,-25,23680,1
23680,3,-25,23679,1
23679,3,-25,23678,1
23678,3,-25,23677,1
23677,3,-25,23677,1
23677,3,-25,24176,1
24176,3,-25,24175,1
24175,3,-25,24175,1
24175,3,-25,24675,1
24675,3,-25,24675,1
24675,3,-25,24675,1
24675,3,-25,25175,1
25175,5,-25,25675,1
25675,5,-25,26176,1
26176,5,-25,26177,1
26177,5,-25,26678,1
26678,5,-25,27180,1
27180,5,-25,27682,1
27682,5,-25,28184,1
28184,5,-25,28686,1
28686,5,-25,28689,1
28689,5,-25,29192,1
29192,5,-25,29195,1
29195,5,-25,29699,1
29699,5,-25,29702,1
29702,5,-25,30206,1
30206,5,-25,30209,1
30209,5,-25,30213,1
30213,5,-25,30217,1
30217,5,-25,30221,1
30221,5,-25,30225,1
30225,5,-25,30229,1
30229,5,-25,30232,1
30232,5,-25,30236,1
30236,5,-25,30240,1
30240,5,-25,29743,1
29743,5,-25,29746,1
29746,5,-25,29249,1
29249,5,-25,29252,1
29252,5,-25,28755,1
28755,5,-25,28257,1
28257,5,-25,27759,1
27759,5,-25,27761,1
27761,5,-25,27263,1
27263,5,-25,26764,1
26764,5,-25,26265,1
26265,5,-25,25765,1
25765,5,-25,25266,1
25266,5,-25,25266,1
25266,5,-25,24765,1
24765,3,-25,23765,1
23765,3,-25,23263,1
23263,3,-25,22261,1
22261,3,-25,21759,1
21759,3,-25,20756,1
20756,3,-25,20253,1
20253,3,-25,19749,1
19749,3,-25,19245,1
19245,3,-25,18240,1
18240,3,-25,17735,1
17735,3,-25,17230,1
17230,3,-25,17224,1
17224,3,-25,16718,1
16718,3,-25,16212,1
16212,3,-25,16206,1
16206,3,-25,15700,1
15700,3,-25,15693,1
15693,3,-25,15687,1
15687,3,-25,15680,1
15680,3,-25,15674,1
15674,3,-25,16168,1
16168,3,-25,16162,1
16162,3,-25,16656,1
16656,3,-25,17150,1
17150,3,-25,17145,1
17145,3,-25,17640,1
17640,3,-25,18135,1
18135,3,-25,18631,1
18631,3,-25,19127,1
19127,3,-25,19623,1
19623,3,-25,20620,1
20620,3,-25,21117,1
21117,3,-25,21615,1
21615,3,-25,22113,1
22113,3,-25,23112,1
23112,3,-25,23611,1
23611,3,-25,24110,1
24110,3,-25,25110,1
25110,5,-25,26111,1
26111,5,-25,26613,1
26613,5,-25,27615,1
27615,5,-25,28617,1
28617,5,-25,29621,1
29621,5,-25,30625,1
30625,5,-25,31630,1
31630,5,-25,32635,1
32635,5,-25,33141,1
33141,5,-25,34147,1
34147,5,-25,34654,1
34654,5,-25,35662,1
35662,5,-25,36169,1
36169,5,-25,36678,1
36678,5,-25,37186,1
37186,5,-25,37195,1
37195,5,-25,37704,1
37704,5,-25,37713,1
37713,5,-25,37722,1
37722,5,-25,37731,1
37731,5,-25,37740,1
37740,5,-25,37749,1
37749,5,-25,37258,1
37258,5,-25,36766,1
36766,5,-25,36274,1
36274,5,-25,35782,1
35782,5,-25,35289,1
35289,5,-25,34796,1
34796,5,-25,34302,1
34302,5,-25,33308,1
33308,5,-25,32814,1
32814,5,-25,32319,1
32319,5,-25,31323,1
31323,5,-25,30827,1
30827,5,-25,29830,1
29830,5,-25,28833,1
28833,5,-25,28335,1
28335,5,-25,27337,1
27337,5,-25,26838,1
26838,5,-25,25839,1
25839,5,-25,25339,1
25339,5,-25,24338,1
24338,3,-25,23337,1
23337,3,-25,22335,1
22335,3,-25,21332,1
21332,3,-25,19829,1
19829,3,-25,18825,1
18825,3,-25,17819,1
17819,3,-25,16814,1
16814,3,-25,15807,1
15807,3,-25,14800,1
14800,3,-25,13792,1
13792,3,-25,12783,1
12783,3,-25,11774,1
11774,3,-25,11264,1
11264,3,-25,10254,1
10254,3,-25,9743,1
9743,3,-25,9232,1
9232,3,-25,8721,1
8721,3,-25,8209,1
8209,3,-25,8197,1
8197,3,-25,8185,1
8185,3,-25,8173,1
8173,3,-25,8162,1
8162,3,-25,8650,1
8650,3,-25,9139,1
9139,3,-25,9628,1
9628,3,-25,10117,1
10117,3,-25,10607,1
10607,3,-25,11098,1
11098,3,-25,12089,1
12089,3,-25,12580,1
12580,3,-25,13572,1
13572,3,-25,14065,1
14065,3,-25,15058,1
15058,3,-25,15551,1
15551,3,-25,16545,1
16545,3,-25,17040,1
17040,3,-25,18035,1
18035,3,-25,18531,1
18531,3,-25,19527,1
19527,3,-25,20024,1
20024,3,-25,20521,1
20521,3,-25,21519,1
21519,3,-25,22017,1
22017,3,-25,22515,1
22515,3,-25,23514,1
23514,3,-25,24014,1
24014,3,-25,24513,1
24513,3,-25,25014,1
25014,5,-25,26015,1
26015,5,-25,27016,1
27016,5,-25,28018,1
28018,5,-25,29021,1
29021,5,-25,30025,1
30025,5,-25,31029,1
31029,5,-25,32034,1
32034,5,-25,33040,1
33040,5,-25,34046,1
34046,5,-25,35053,1
35053,5,-25,36061,1
36061,5,-25,37070,1
37070,5,-25,38079,1
38079,5,-25,39089,1
39089,5,-25,40600,1
40600,5,-25,41612,1
41612,5,-25,42624,1
42624,5,-25,43137,1
43137,5,-25,44151,1
44151,5,-25,44665,1
44665,5,-25,45179,1
45179,5,-25,45694,1
45694,5,-25,46209,1
46209,5,-25,46224,1
46224,5,-25,46239,1
46239,5,-25,46254,1
46254,5,-25,45769,1
45769,5,-25,45283,1
45283,5,-25,44797,1
44797,5,-25,43810,1
43810,5,-25,43323,1
43323,5,-25,42835,1
42835,5,-25,41847,1
41847,5,-25,40858,1
40858,5,-25,40369,1
40369,5,-25,39379,1
39379,5,-25,38889,1
38889,5,-25,38398,1
38398,5,-25,37907,1
37907,5,-25,36916,1
36916,5,-25,36924,1
36924,5,-25,36432,1
36432,5,-25,35939,1
35939,5,-25,35947,1
35947,5,-25,35454,1
35454,5,-25,35461,1
35461,5,99975,35468,1
25343,3,-25,24702,2
24702,6,-100,25202,2
25202,3,-25,25202,2
25202,3,-25,24702,2
24702,5,-25,25202,2
25202,5,-25,25202,2
25202,6,-100,25703,2
25703,7,-225,26204,2
26204,1,-225,25704,2
25704,3,-25,25704,2
25704,3,-25,25205,2
25205,3,-25,25205,2
25205,2,-100,24705,2
24705,3,-25,24705,2
24705,4,0,24705,2
24705,1,-225,24204,2
24204,7,-225,24704,2
24704,3,-25,24704,2
24704,6,-100,24704,2
24704,7,-225,25204,2
25204,7,-225,25704,2
25704,5,-25,25705,2
25705,2,-100,25205,2
25205,2,-100,25205,2
25205,3,-25,24705,2
24705,3,-25,24705,2
24705,7,-225,25205,2
25205,5,-25,25206,2
25206,3,-25,25206,2
25206,3,-25,24706,2
24706,2,-100,24705,2
24705,6,-100,24705,2
24705,3,-25,24705,2
24705,1,-225,24205,2
24205,4,0,24204,2
24204,1,-225,24204,2
24204,3,-25,24203,2
24203,3,-25,23702,2
23702,1,-225,23701,2
23701,7,-225,23701,2
23701,4,0,23700,2
23700,2,-100,23699,2
23699,3,-25,23698,2
23698,1,-225,23197,2
23197,6,-100,23696,2
23696,2,-100,23695,2
23695,7,-225,23694,2
23694,6,-100,24194,2
24194,6,-100,24694,2
24694,1,-225,24694,2
24694,1,-225,24193,2
24193,2,-100,24193,2
24193,5,-25,24692,2
24692,1,-225,24192,2
24192,4,0,24692,2
24692,6,-100,24692,2
24692,1,-225,24691,2
24691,7,-225,25192,2
25192,7,-225,25692,2
25692,7,-225,26193,2
26193,6,-100,26694,2
26694,4,0,26695,2
26695,7,-225,27197,2
27197,7,-225,27698,2
27698,4,0,27700,2
27700,5,-25,27702,2
27702,1,-225,27204,2
27204,6,-100,27706,2
27706,5,-25,27708,2
27708,4,0,27710,2
27710,3,-25,27712,2
27712,5,-25,27714,2
27714,1,-225,27216,2
27216,6,-100,27717,2
27717,2,-100,27219,2
27219,5,-25,27220,2
27220,5,-25,27222,2
27222,4,0,26723,2
26723,1,-225,26224,2
26224,1,-225,25725,2
25725,5,-25,25726,2
25726,2,-100,25226,2
25226,6,-100,25226,2
25226,4,0,25226,2
25226,6,-100,25226,2
25226,5,-25,25227,2
25227,5,-25,25227,2
25227,3,-25,24727,2
24727,7,-225,24726,2
24726,3,-25,24226,2
24226,3,-25,24225,2
24225,5,-25,24225,2
24225,7,-225,24224,2
24224,6,-100,24224,2
24224,4,0,24223,2
24223,2,-100,23722,2
23722,6,-100,23721,2
23721,3,-25,23220,2
23220,1,-225,22718,2
22718,4,0,22717,2
22717,4,0,22715,2
22715,2,-100,22213,2
22213,6,-100,22211,2
22211,5,-25,22209,2
22209,5,-25,22708,2
22708,7,-225,22706,2
22706,5,-25,23205,2
23205,1,-225,22703,2
22703,4,0,22701,2
22701,3,-25,22700,2
22700,7,-225,22698,2
22698,3,-25,22697,2
22697,7,-225,23196,2
23196,5,-25,23695,2
23695,5,-25,23694,2
23694,6,-100,24193,2
24193,7,-225,24693,2
24693,5,-25,24693,2
24693,7,-225,25193,2
25193,5,-25,25694,2
25694,2,-100,25194,2
25194,1,-225,25194,2
25194,5,-25,25695,2
25695,1,-225,25195,2
25195,3,-25,25195,2
25195,1,-225,25195,2
25195,2,-100,24695,2
24695,4,0,24695,2
24695,4,0,25195,2
25195,6,-100,25195,2
25195,7,-225,25696,2
25696,3,-25,25697,2
25697,2,-100,25697,2
25697,7,-225,26198,2
26198,6,-100,26199,2
26199,3,-25,26200,2
26200,1,-225,26200,2
26200,2,-100,25701,2
25701,7,-225,26202,2
26202,5,-25,26203,2
26203,2,-100,26203,2
26203,7,-225,26204,2
26204,4,0,26205,2
26205,1,-225,26206,2
26206,6,-100,26207,2
26207,5,-25,26208,2
26208,4,0,26209,2
26209,5,-25,26710,2
26710,7,-225,26711,2
26711,2,-100,26213,2
26213,6,-100,26714,2
26714,4,0,26715,2
26715,6,-100,26716,2
26716,4,0,26717,2
26717,3,-25,26218,2
26218,7,-225,26719,2
26719,5,-25,26720,2
26720,2,-100,26221,2
26221,6,-100,26222,2
26222,3,-25,25723,2
25723,7,-225,25723,2
25723,1,-225,25224,2
25224,4,0,25224,2
25224,1,-225,24724,2
24724,7,-225,24724,2
24724,4,0,24723,2
24723,4,0,24223,2
24223,7,-225,24723,2
24723,3,-25,24222,2
24222,6,-100,24222,2
24222,1,-225,23721,2
23721,4,0,23720,2
23720,1,-225,23219,2
23219,1,-225,22717,2
22717,7,-225,22716,2
22716,4,0,22714,2
22714,2,-100,22213,2
22213,1,-225,22211,2
22211,1,-225,21708,2
21708,7,-225,21706,2
21706,3,-25,21704,2
21704,5,-25,21702,2
21702,5,-25,22200,2
22200,5,-25,22198,2
22198,1,-225,22196,2
22196,6,-100,22694,2
22694,1,-225,22192,2
22192,5,-25,22690,2
22690,2,-100,22189,2
22189,4,0,22687,2
22687,5,-25,22686,2
22686,3,-25,23184,2
23184,1,-225,22683,2
22683,6,-100,23182,2
23182,4,0,23681,2
23681,1,-225,23680,2
23680,2,-100,23679,2
23679,2,-100,23678,2
23678,4,0,23677,2
23677,1,-225,23676,2
23676,4,0,24176,2
24176,2,-100,24175,2
24175,3,-25,24175,2
24175,5,-25,24674,2
24674,5,-25,25175,2
25175,4,0,25675,2
25675,6,-100,26176,2
26176,4,0,26177,2
26177,3,-25,26678,2
26678,5,-25,27179,2
27179,2,-100,27181,2
27181,7,-225,27683,2
27683,2,-100,27184,2
27184,5,-25,27686,2
27686,2,-100,27688,2
27688,4,0,27690,2
27690,5,-25,28193,2
28193,4,0,28195,2
28195,2,-100,28197,2
28197,7,-225,28700,2
28700,4,0,28702,2
28702,6,-100,28705,2
28705,3,-25,28708,2
28708,1,-225,28210,2
28210,7,-225,28713,2
28713,3,-25,28215,2
28215,5,-25,28218,2
28218,5,-25,28720,2
28720,7,-225,28723,2
28723,4,0,28225,2
28225,7,-225,28728,2
28728,5,-25,28230,2
28230,5,-25,28233,2
28233,4,0,28235,2
28235,1,-225,27236,2
27236,3,-25,26738,2
26738,5,-25,26739,2
26739,4,0,26240,2
26240,7,-225,26241,2
26241,7,-225,26242,2
26242,6,-100,26243,2
26243,5,-25,26244,2
26244,6,-100,25744,2
25744,5,-25,25745,2
25745,1,-225,24745,2
24745,6,-100,24745,2
24745,1,-225,24244,2
24244,3,-25,23743,2
23743,1,-225,22741,2
22741,3,-25,22240,2
22240,4,0,21737,2
21737,1,-225,21235,2
21235,7,-225,21232,2
21232,5,-25,21230,2
21230,4,0,20727,2
20727,1,-225,20223,2
20223,6,-100,20720,2
20720,2,-100,20217,2
20217,6,-100,20213,2
20213,1,-225,19710,2
19710,2,-100,19206,2
19206,1,-225,19202,2
19202,5,-25,19198,2
19198,3,-25,19194,2
19194,5,-25,19690,2
19690,2,-100,19186,2
19186,6,-100,19682,2
19682,6,-100,20179,2
20179,1,-225,20176,2
20176,1,-225,20172,2
20172,6,-100,21170,2
21170,4,0,21167,2
21167,2,-100,21165,2
21165,1,-225,21662,2
21662,1,-225,21660,2
21660,3,-25,22158,2
22158,4,0,22156,2
22156,5,-25,23155,2
23155,6,-100,23654,2
23654,3,-25,24153,2
24153,4,0,24653,2
24653,6,-100,25654,2
25654,5,-25,26155,2
26155,3,-25,26656,2
26656,3,-25,27157,2
27157,3,-25,27159,2
27159,2,-100,27161,2
27161,6,-100,28163,2
28163,6,-100,28666,2
28666,2,-100,29169,2
29169,7,-225,29672,2
29672,6,-100,30176,2
30176,6,-100,31180,2
31180,2,-100,30684,2
30684,4,0,31189,2
31189,3,-25,31193,2
31193,3,-25,31197,2
31197,1,-225,30702,2
30702,3,-25,30706,2
30706,2,-100,30710,2
30710,1,-225,30213,2
30213,1,-225,29717,2
29717,5,-25,29720,2
29720,3,-25,29223,2
29223,2,-100,28726,2
28726,3,-25,28728,2
28728,3,-25,28231,2
28231,6,-100,28233,2
28233,4,0,27735,2
27735,5,-25,27737,2
27737,2,-100,27238,2
27238,7,-225,27240,2
27240,6,-100,27241,2
27241,1,-225,26242,2
26242,3,-25,25743,2
25743,2,-100,25243,2
25243,1,-225,24243,2
24243,3,-25,23742,2
23742,4,0,23241,2
23241,4,0,23239,2
23239,4,0,22738,2
22738,3,-25,22236,2
22236,3,-25,21733,2
21733,4,0,21231,2
21231,2,-100,20728,2
20728,4,0,20725,2
20725,2,-100,20222,2
20222,7,-225,20218,2
20218,4,0,20215,2
20215,2,-100,19711,2
19711,2,-100,19207,2
19207,3,-25,19203,2
19203,3,-25,19199,2
19199,3,-25,18694,2
18694,5,-25,19190,2
19190,7,-225,19687,2
19687,6,-100,20183,2
20183,4,0,20180,2
20180,1,-225,20177,2
20177,7,-225,20674,2
20674,5,-25,21171,2
21171,3,-25,21669,2
