s,a,r,sp,episode_index
80,2,0,80,3
80,1,0,90,3
90,4,0,80,3
80,4,0,70,3
70,3,0,80,3
80,2,0,80,3
80,1,0,79,3
79,2,0,80,3
80,1,0,90,3
90,4,0,100,3
100,3,0,100,3
100,4,0,99,3
99,1,0,89,3
89,2,0,90,3
90,4,0,80,3
80,4,0,70,3
70,4,0,60,3
60,4,0,50,3
50,4,0,40,3
40,2,0,40,3
40,1,0,39,3
39,4,0,29,3
29,1,0,28,3
28,1,0,38,3
38,3,0,28,3
28,3,0,29,3
29,3,0,39,3
39,1,0,38,3
38,3,0,48,3
48,3,0,58,3
58,3,0,57,3
57,1,0,56,3
56,1,0,46,3
76,4,0,75,4
75,3,0,85,4
85,1,0,84,4
84,1,0,85,4
85,4,0,75,4
75,1,0,74,4
74,3,0,84,4
84,2,0,85,4
85,2,0,75,4
75,1,0,74,4
74,4,0,84,4
84,2,0,94,4
94,1,0,93,4
93,4,0,92,4
92,3,0,92,4
92,3,0,92,4
92,1,0,93,4
93,3,0,93,4
93,1,0,83,4
83,4,0,73,4
73,1,0,83,4
83,2,0,93,4
93,3,0,93,4
93,3,0,93,4
93,1,0,92,4
92,1,0,82,4
82,3,3,92,4
92,3,0,92,4
92,3,0,92,4
92,3,0,92,4
92,4,0,91,4
91,1,0,91,4
91,2,0,92,4
92,2,0,93,4
93,4,0,83,4
83,1,0,82,4
82,2,3,83,4
83,1,0,73,4
73,4,0,63,4
63,3,0,64,4
64,3,0,74,4
74,4,0,64,4
64,3,0,74,4
74,4,0,64,4
64,2,0,54,4
54,4,0,44,4
44,4,0,34,4
34,2,0,35,4
35,3,0,45,4
45,1,0,55,4
55,1,0,54,4
54,2,0,55,4
55,1,0,54,4
54,4,0,44,4
44,4,0,43,4
43,3,0,53,4
53,1,0,52,4
52,3,0,62,4
62,4,0,52,4
52,2,0,53,4
53,4,0,43,4
43,4,0,33,4
33,1,0,32,4
32,4,0,31,4
31,1,0,31,4
31,4,0,41,4
41,3,0,42,4
42,2,0,43,4
43,1,0,44,4
44,1,0,43,4
43,1,0,53,4
53,1,0,52,4
52,3,0,53,4
53,2,0,43,4
43,4,0,42,4
42,4,0,32,4
32,1,0,31,4
31,4,0,21,4
21,2,0,31,4
31,3,0,41,4
41,3,0,31,4
31,2,0,21,4
21,4,0,31,4
31,2,0,32,4
32,1,0,31,4
31,3,0,41,4
41,1,0,41,4
41,2,0,31,4
31,4,0,21,4
21,4,0,11,4
11,2,0,21,4
21,3,0,31,4
31,1,0,31,4
31,3,0,41,4
41,1,0,41,4
41,4,0,31,4
31,2,0,32,4
32,3,0,42,4
42,3,0,52,4
52,4,0,51,4
87,4,0,77,5
77,3,0,87,5
87,3,0,97,5
97,1,0,96,5
96,3,0,96,5
96,1,0,95,5
95,2,0,94,5
94,4,0,84,5
84,1,0,83,5
83,3,0,93,5
93,2,0,94,5
94,4,0,84,5
84,1,0,94,5
94,1,0,95,5
95,1,0,94,5
94,3,0,94,5
94,4,0,93,5
93,2,0,94,5
94,3,0,94,5
94,3,0,94,5
94,4,0,95,5
95,1,0,85,5
85,1,0,84,5
84,4,0,74,5
74,1,0,64,5
64,4,0,74,5
74,3,0,84,5
84,3,0,83,5
83,3,0,82,5
82,2,3,83,5
83,4,0,73,5
73,3,0,83,5
83,2,0,82,5
82,2,3,83,5
83,2,0,84,5
84,2,0,85,5
85,2,0,84,5
84,2,0,85,5
85,1,0,86,5
86,3,0,96,5
96,2,0,97,5
97,2,0,98,5
98,2,0,99,5
99,1,0,100,5
100,1,0,90,5
90,4,0,80,5
80,4,0,79,5
79,2,0,80,5
80,1,0,79,5
79,2,0,69,5
69,2,0,70,5
70,4,0,80,5
80,2,0,80,5
80,2,0,80,5
80,3,0,79,5
79,4,0,80,5
80,1,0,79,5
79,4,0,69,5
69,2,0,70,5
70,4,0,60,5
60,2,0,60,5
60,2,0,60,5
60,1,0,70,5
70,1,0,80,5
80,2,0,80,5
80,2,0,80,5
80,2,0,80,5
80,3,0,90,5
90,2,0,90,5
90,1,0,89,5
89,1,0,88,5
88,4,0,87,5
87,1,0,77,5
77,2,0,76,5
76,2,0,77,5
77,2,0,78,5
78,2,0,77,5
77,1,0,76,5
76,3,0,86,5
86,3,0,85,5
85,1,0,84,5
84,1,0,83,5
83,4,0,73,5
73,4,0,74,5
74,4,0,75,5
75,3,0,85,5
85,4,0,75,5
75,3,0,85,5
85,3,0,95,5
95,1,0,94,5
94,3,0,94,5
94,4,0,84,5
84,4,0,74,5
74,4,0,84,5
84,2,0,85,5
85,3,0,95,5
95,2,0,96,5
96,3,0,96,5
96,4,0,86,5
86,1,0,85,5
55,2,0,56,6
56,1,0,55,6
55,4,0,45,6
45,1,0,46,6
46,1,0,45,6
45,3,0,55,6
55,2,0,56,6
56,2,0,46,6
46,2,0,47,6
47,3,10,57,6
57,2,0,67,6
67,2,0,68,6
68,4,0,67,6
67,3,0,77,6
77,2,0,78,6
78,2,0,68,6
68,3,0,78,6
78,4,0,68,6
68,1,0,67,6
67,1,0,66,6
66,1,0,65,6
65,4,0,75,6
75,1,0,74,6
74,3,0,84,6
84,4,0,74,6
74,4,0,64,6
64,1,0,63,6
63,1,0,62,6
62,3,0,63,6
63,4,0,53,6
53,4,0,52,6
52,2,0,53,6
53,4,0,43,6
43,1,0,42,6
42,2,0,32,6
32,3,0,42,6
42,4,0,32,6
32,2,0,33,6
33,3,0,43,6
43,2,0,33,6
33,2,0,34,6
34,2,0,35,6
35,2,0,36,6
36,4,0,46,6
46,3,0,56,6
56,2,0,57,6
57,4,0,67,6
67,4,0,57,6
57,1,0,56,6
56,2,0,55,6
55,4,0,45,6
45,2,0,46,6
46,2,0,45,6
45,3,0,55,6
55,3,0,54,6
54,2,0,53,6
53,2,0,54,6
54,1,0,53,6
53,1,0,52,6
52,2,0,53,6
53,1,0,43,6
43,4,0,33,6
33,3,0,23,6
23,4,0,13,6
13,3,0,3,6
3,2,0,13,6
13,1,0,12,6
12,4,0,2,6
2,2,0,3,6
3,1,0,13,6
13,2,0,14,6
14,1,0,13,6
13,4,0,23,6
23,2,0,24,6
24,4,0,14,6
14,2,0,15,6
15,1,0,14,6
14,3,0,15,6
15,2,0,16,6
16,4,0,26,6
26,3,0,36,6
36,2,0,37,6
37,1,0,38,6
38,3,0,37,6
37,3,0,47,6
47,3,10,37,6
37,2,0,38,6
38,3,0,48,6
48,1,0,47,6
47,2,10,48,6
48,1,0,38,6
38,4,0,39,6
39,1,0,38,6
38,4,0,37,6
37,4,0,27,6
27,1,0,26,6
26,4,0,16,6
16,1,0,17,6
17,3,0,27,6
27,2,0,28,6
21,1,0,21,7
21,1,0,21,7
21,2,0,22,7
22,1,0,21,7
21,1,0,21,7
21,4,0,11,7
11,1,0,11,7
11,3,0,21,7
21,2,0,22,7
22,3,0,32,7
32,2,0,33,7
33,1,0,23,7
23,2,0,24,7
24,3,0,14,7
14,4,0,4,7
4,3,0,3,7
3,3,0,13,7
13,1,0,12,7
12,3,0,22,7
22,3,0,21,7
21,3,0,31,7
31,3,0,41,7
41,2,0,42,7
42,4,0,32,7
32,4,0,42,7
42,1,0,41,7
41,3,0,51,7
51,4,0,41,7
41,4,0,42,7
42,3,0,52,7
52,1,0,51,7
51,3,0,61,7
61,2,0,62,7
62,1,0,72,7
72,3,0,82,7
82,4,3,72,7
72,4,0,62,7
62,2,0,61,7
61,2,0,62,7
62,1,0,61,7
61,1,0,61,7
61,2,0,62,7
62,2,0,63,7
63,3,0,73,7
73,1,0,63,7
63,3,0,73,7
73,4,0,63,7
63,1,0,53,7
53,2,0,54,7
54,2,0,55,7
55,4,0,45,7
45,2,0,46,7
46,4,0,36,7
36,3,0,37,7
37,1,0,36,7
36,3,0,46,7
46,3,0,47,7
47,3,10,57,7
57,1,0,56,7
56,2,0,57,7
57,2,0,58,7
58,2,0,57,7
57,3,0,47,7
47,3,10,57,7
57,3,0,58,7
58,3,0,57,7
57,4,0,58,7
58,3,0,68,7
68,2,0,69,7
69,4,0,59,7
59,3,0,49,7
49,4,0,39,7
39,2,0,29,7
29,2,0,30,7
30,2,0,30,7
30,3,0,40,7
40,2,0,40,7
40,3,0,30,7
30,4,0,29,7
29,4,0,30,7
30,1,0,29,7
29,3,0,39,7
39,1,0,38,7
38,4,0,28,7
28,4,0,18,7
18,3,0,28,7
28,1,0,18,7
18,3,0,28,7
28,1,0,27,7
27,1,0,26,7
26,3,0,16,7
16,1,0,15,7
15,4,0,5,7
5,2,0,4,7
4,4,0,4,7
4,3,0,14,7
14,2,0,13,7
13,1,0,12,7
12,1,0,11,7
11,4,0,1,7
72,1,0,71,8
71,3,0,81,8
81,3,0,82,8
82,2,3,83,8
83,4,0,82,8
82,4,3,83,8
83,4,0,82,8
82,2,3,81,8
81,2,0,82,8
82,3,3,81,8
81,2,0,82,8
82,3,3,92,8
92,4,0,82,8
82,4,3,72,8
72,4,0,62,8
62,2,0,63,8
63,1,0,73,8
73,3,0,83,8
83,3,0,84,8
84,3,0,94,8
94,3,0,94,8
94,2,0,95,8
95,4,0,85,8
85,4,0,75,8
75,3,0,85,8
85,4,0,75,8
75,4,0,65,8
65,4,0,55,8
55,3,0,65,8
65,3,0,64,8
64,4,0,54,8
54,1,0,53,8
53,2,0,63,8
63,2,0,64,8
64,2,0,65,8
65,2,0,66,8
66,2,0,67,8
67,1,0,66,8
66,1,0,65,8
65,2,0,66,8
66,1,0,56,8
56,4,0,46,8
46,3,0,56,8
56,2,0,57,8
57,4,0,67,8
67,2,0,66,8
66,3,0,56,8
56,4,0,46,8
46,4,0,36,8
36,4,0,37,8
37,4,0,38,8
38,4,0,28,8
28,2,0,29,8
29,1,0,28,8
28,1,0,27,8
27,4,0,17,8
17,1,0,16,8
16,2,0,17,8
17,2,0,18,8
18,4,0,17,8
17,3,0,27,8
27,2,0,37,8
37,1,0,38,8
38,4,0,28,8
28,2,0,27,8
27,2,0,28,8
28,3,0,38,8
38,1,0,28,8
28,1,0,27,8
27,2,0,28,8
28,2,0,29,8
29,3,0,39,8
39,3,0,49,8
49,4,0,50,8
50,2,0,50,8
50,4,0,40,8
40,2,0,40,8
40,4,0,30,8
30,1,0,20,8
20,4,0,30,8
30,4,0,40,8
40,4,0,39,8
39,4,0,29,8
29,1,0,28,8
28,3,0,18,8
18,4,0,8,8
8,2,0,9,8
9,2,0,10,8
10,4,0,10,8
10,4,0,10,8
10,1,0,20,8
20,4,0,10,8
10,1,0,20,8
20,4,0,10,8
10,2,0,10,8
10,3,0,20,8
20,4,0,19,8
19,1,0,18,8
18,2,0,19,8
19,1,0,18,8
58,3,0,68,9
68,1,0,67,9
67,1,0,66,9
66,1,0,56,9
56,3,0,55,9
55,4,0,65,9
65,3,0,64,9
64,4,0,54,9
54,4,0,44,9
44,4,0,34,9
34,1,0,33,9
33,1,0,32,9
32,4,0,33,9
33,2,0,23,9
23,2,0,24,9
24,4,0,23,9
23,2,0,24,9
24,3,0,34,9
34,4,0,24,9
24,2,0,25,9
25,4,0,15,9
15,2,0,25,9
25,1,0,24,9
24,4,0,25,9
25,2,0,26,9
26,2,0,27,9
27,2,0,28,9
28,1,0,27,9
27,1,0,26,9
26,3,0,36,9
36,4,0,26,9
26,2,0,27,9
27,2,0,26,9
26,2,0,27,9
27,1,0,26,9
26,1,0,25,9
25,4,0,35,9
35,3,0,34,9
34,4,0,24,9
24,2,0,25,9
25,3,0,26,9
26,2,0,16,9
16,3,0,26,9
26,1,0,25,9
25,3,0,35,9
35,3,0,45,9
45,3,0,35,9
35,4,0,25,9
25,3,0,15,9
15,2,0,16,9
16,3,0,26,9
26,2,0,27,9
27,2,0,28,9
28,4,0,29,9
29,4,0,19,9
19,1,0,18,9
18,4,0,8,9
8,4,0,8,9
8,3,0,18,9
18,1,0,17,9
17,1,0,16,9
16,1,0,15,9
15,4,0,5,9
5,4,0,5,9
5,1,0,6,9
6,2,0,16,9
16,3,0,26,9
26,3,0,36,9
36,1,0,35,9
35,1,0,34,9
34,4,0,44,9
44,4,0,34,9
34,3,0,44,9
44,4,0,34,9
34,1,0,33,9
33,4,0,23,9
23,2,0,22,9
22,2,0,23,9
23,3,0,33,9
33,1,0,32,9
32,3,0,42,9
42,3,0,52,9
52,3,0,53,9
53,3,0,52,9
52,2,0,53,9
53,4,0,63,9
63,1,0,62,9
62,3,0,52,9
52,4,0,53,9
53,4,0,43,9
43,2,0,42,9
42,1,0,41,9
41,3,0,31,9
31,2,0,32,9
32,3,0,42,9
42,4,0,32,9
32,1,0,42,9
42,4,0,32,9
32,1,0,31,9
31,1,0,31,9
52,2,0,53,10
53,3,0,54,10
54,2,0,55,10
55,2,0,56,10
56,4,0,57,10
57,4,0,47,10
47,4,10,37,10
37,4,0,27,10
27,2,0,28,10
28,3,0,29,10
29,1,0,28,10
28,2,0,29,10
29,4,0,19,10
19,4,0,18,10
18,2,0,19,10
19,2,0,20,10
20,3,0,30,10
30,4,0,40,10
40,1,0,50,10
50,4,0,40,10
40,3,0,39,10
39,4,0,29,10
29,2,0,19,10
19,1,0,18,10
18,3,0,28,10
28,2,0,18,10
18,1,0,17,10
17,2,0,18,10
18,4,0,8,10
8,1,0,18,10
18,4,0,8,10
8,3,0,7,10
7,1,0,17,10
17,4,0,16,10
16,4,0,26,10
26,2,0,27,10
27,3,0,37,10
37,2,0,38,10
38,2,0,39,10
39,3,0,38,10
38,2,0,39,10
39,3,0,38,10
38,4,0,39,10
39,4,0,29,10
29,3,0,19,10
19,1,0,9,10
9,4,0,9,10
9,2,0,10,10
10,3,0,20,10
20,2,0,20,10
20,3,0,19,10
19,4,0,9,10
9,2,0,10,10
10,2,0,10,10
10,3,0,9,10
9,4,0,9,10
9,4,0,9,10
9,2,0,19,10
19,4,0,20,10
20,2,0,20,10
20,2,0,20,10
20,4,0,10,10
10,4,0,10,10
10,3,0,20,10
20,4,0,10,10
10,2,0,10,10
10,4,0,10,10
10,4,0,10,10
10,3,0,20,10
20,2,0,20,10
20,4,0,10,10
10,3,0,9,10
9,2,0,10,10
10,4,0,10,10
10,1,0,20,10
20,1,0,19,10
19,2,0,29,10
29,1,0,28,10
28,2,0,38,10
38,2,0,39,10
39,2,0,40,10
40,2,0,40,10
40,4,0,50,10
50,2,0,50,10
50,1,0,49,10
49,1,0,50,10
50,2,0,50,10
50,3,0,60,10
60,2,0,60,10
60,2,0,60,10
60,2,0,60,10
60,1,0,70,10
70,2,0,70,10
70,3,0,80,10
80,1,0,79,10
79,3,0,80,10
80,3,0,90,10
90,4,0,100,10
100,2,0,100,10
100,1,0,90,10
63,2,0,64,11
64,1,0,63,11
63,4,0,53,11
53,3,0,54,11
54,2,0,55,11
55,4,0,45,11
45,1,0,35,11
35,2,0,36,11
36,2,0,37,11
37,1,0,36,11
36,3,0,46,11
46,3,0,56,11
56,2,0,57,11
57,3,0,67,11
67,2,0,68,11
68,2,0,69,11
69,2,0,70,11
70,1,0,69,11
69,4,0,59,11
59,1,0,58,11
58,4,0,48,11
48,2,0,49,11
49,4,0,39,11
39,1,0,38,11
38,3,0,48,11
48,1,0,47,11
47,2,10,48,11
48,4,0,38,11
38,2,0,48,11
48,1,0,47,11
47,1,10,48,11
48,4,0,58,11
58,3,0,48,11
48,3,0,49,11
49,1,0,48,11
48,1,0,47,11
47,2,10,48,11
48,4,0,49,11
49,1,0,48,11
48,3,0,58,11
58,4,0,48,11
48,1,0,47,11
47,1,10,37,11
37,4,0,27,11
27,2,0,28,11
28,1,0,27,11
27,1,0,28,11
28,3,0,38,11
38,4,0,28,11
28,2,0,29,11
29,4,0,19,11
19,3,0,9,11
9,3,0,19,11
19,2,0,20,11
20,4,0,10,11
10,2,0,10,11
10,2,0,10,11
10,3,0,20,11
20,3,0,30,11
30,3,0,20,11
20,1,0,10,11
10,3,0,9,11
9,3,0,19,11
19,3,0,29,11
29,3,0,19,11
19,4,0,29,11
29,4,0,28,11
28,4,0,18,11
18,3,0,28,11
28,3,0,27,11
27,3,0,26,11
26,4,0,16,11
16,4,0,15,11
15,2,0,14,11
14,2,0,15,11
15,4,0,16,11
16,3,0,6,11
6,3,0,5,11
5,2,0,4,11
4,1,0,3,11
3,3,0,2,11
2,4,0,2,11
2,2,0,1,11
1,3,0,11,11
11,2,0,21,11
21,1,0,21,11
21,1,0,21,11
21,4,0,31,11
31,1,0,31,11
31,1,0,31,11
31,1,0,31,11
31,1,0,31,11
31,2,0,32,11
32,3,0,42,11
42,2,0,43,11
43,2,0,44,11
44,2,0,34,11
34,1,0,33,11
33,2,0,34,11
34,2,0,33,11
71,4,0,61,12
61,4,0,51,12
51,2,0,52,12
52,3,0,62,12
62,1,0,61,12
61,1,0,61,12
61,3,0,71,12
71,3,0,72,12
72,4,0,62,12
62,3,0,72,12
72,4,0,62,12
62,2,0,63,12
63,4,0,53,12
53,1,0,54,12
54,4,0,44,12
44,4,0,43,12
43,1,0,53,12
53,2,0,52,12
52,1,0,51,12
51,4,0,41,12
41,2,0,42,12
42,1,0,43,12
43,1,0,42,12
42,1,0,41,12
41,3,0,51,12
51,2,0,52,12
52,2,0,62,12
62,2,0,63,12
63,1,0,62,12
62,2,0,52,12
52,2,0,53,12
53,3,0,63,12
63,3,0,73,12
73,1,0,72,12
72,3,0,82,12
82,3,3,92,12
92,1,0,91,12
91,4,0,81,12
81,1,0,81,12
81,2,0,82,12
82,2,3,92,12
92,2,0,93,12
93,2,0,94,12
94,2,0,95,12
95,3,0,95,12
95,1,0,94,12
94,3,0,94,12
94,2,0,93,12
93,4,0,94,12
94,2,0,95,12
95,2,0,85,12
85,4,0,86,12
86,2,0,87,12
87,4,0,77,12
77,1,0,76,12
76,4,0,66,12
66,4,0,56,12
56,4,0,46,12
46,2,0,47,12
47,3,10,57,12
57,3,0,67,12
67,3,0,77,12
77,1,0,78,12
78,4,0,68,12
68,3,0,69,12
69,3,0,68,12
68,2,0,78,12
78,1,0,77,12
77,3,0,87,12
87,2,0,88,12
88,2,0,89,12
89,4,0,79,12
79,3,0,89,12
89,4,0,90,12
90,2,0,90,12
90,1,0,80,12
80,4,0,70,12
70,1,0,60,12
60,1,0,70,12
70,4,0,69,12
69,3,0,68,12
68,3,0,78,12
78,1,0,79,12
79,2,0,80,12
80,3,0,70,12
70,1,0,69,12
69,1,0,68,12
68,3,0,78,12
78,1,0,77,12
77,2,0,67,12
67,2,0,68,12
68,4,0,58,12
58,1,0,57,12
57,4,0,58,12
58,3,0,68,12
68,3,0,69,12
69,3,0,79,12
79,3,0,78,12
78,3,0,77,12
77,1,0,67,12
71,4,0,61,13
61,4,0,62,13
62,2,0,61,13
61,1,0,61,13
61,3,0,71,13
71,1,0,71,13
71,4,0,72,13
72,1,0,82,13
82,1,3,81,13
81,4,0,71,13
71,3,0,61,13
61,4,0,51,13
51,3,0,41,13
41,2,0,31,13
31,2,0,32,13
32,4,0,33,13
33,2,0,32,13
32,1,0,31,13
31,1,0,31,13
31,2,0,41,13
41,1,0,41,13
41,4,0,51,13
51,2,0,61,13
61,1,0,61,13
61,1,0,61,13
61,3,0,71,13
71,2,0,61,13
61,2,0,71,13
71,3,0,61,13
61,1,0,61,13
61,1,0,61,13
61,2,0,62,13
62,4,0,52,13
52,3,0,62,13
62,4,0,52,13
52,2,0,53,13
53,3,0,63,13
63,4,0,73,13
73,3,0,83,13
83,4,0,82,13
82,4,3,81,13
81,1,0,81,13
81,3,0,91,13
91,2,0,81,13
81,4,0,82,13
82,3,3,92,13
92,3,0,92,13
92,3,0,92,13
92,4,0,93,13
93,1,0,83,13
83,2,0,84,13
84,4,0,83,13
83,2,0,73,13
73,1,0,63,13
63,4,0,53,13
53,4,0,63,13
63,2,0,73,13
73,1,0,72,13
72,1,0,71,13
71,3,0,61,13
61,2,0,62,13
62,3,0,63,13
63,4,0,62,13
62,3,0,61,13
61,1,0,61,13
61,1,0,61,13
61,3,0,71,13
71,3,0,81,13
81,1,0,81,13
81,1,0,81,13
81,3,0,71,13
71,2,0,72,13
72,1,0,62,13
62,4,0,52,13
52,3,0,62,13
62,1,0,61,13
61,1,0,61,13
61,1,0,61,13
61,1,0,61,13
61,4,0,51,13
51,4,0,41,13
41,3,0,51,13
51,3,0,61,13
61,1,0,61,13
61,3,0,71,13
71,2,0,72,13
72,3,0,73,13
73,3,0,63,13
63,3,0,73,13
73,1,0,72,13
72,2,0,73,13
73,1,0,72,13
72,4,0,62,13
62,4,0,52,13
52,1,0,51,13
51,4,0,61,13
61,1,0,61,13
